1	78	0
85	81	1
120	82	2
190	83	3
263	84	4
356	85	5
442	86	6
720	86.5	7
795	87	8
864	88	9
910	88	10
959	88	11
990	88	12
1220	85	13
1240	81	14
1252	77	15
1258	71	16
1258	66	17
1258	61	18
1258	56	19
1258	52	20
1258	50	21
1258	48	22
1258	45	23
1259	44	24
1260	43	25
1260	43	26
1262	45	27
1271	54	28
1284	63	29
1308	69	30
1337	74	31
1353	76	32
1368	79	33
1375	82	34
1368	85	35
1375	87	36
1389	89	37
1407	89	38
1420	91	39
1468	91	40
1492	91	41
1548	92	42
